var_names,X0,X1
168,92,153
169,170,140
170,119,75
171,77,51
172,194,75
173,207,82
174,139,82
175,69,97
176,100,63
177,58,205
178,87,174
179,95,208
180,218,214
181,124,128
182,150,183
183,51,187
184,145,162
185,191,75
186,58,199
187,137,208
188,166,208
189,145,156
190,178,143
191,208,202
192,58,211
193,236,205
194,69,202
195,49,146
196,200,199
197,176,159
198,179,140
199,160,103
200,92,72
201,85,97
202,165,156
203,103,94
204,184,193
205,166,140
206,75,134
207,95,115
208,93,180
209,200,162
210,58,100
211,176,91
212,243,137
213,134,78
214,189,140
215,69,190
216,233,100
217,124,78
218,106,63
219,51,51
220,70,205
221,113,82
222,223,131
223,158,100
224,158,88
225,221,183
226,70,57
227,121,165
228,230,187
229,82,165
230,204,187
231,184,168
232,106,162
233,66,146
234,58,187
235,145,69
236,62,103
237,135,174
238,208,134
239,144,134
240,103,131
241,174,143
242,70,236
243,212,128
244,142,162
245,87,230
246,200,205
247,122,168
248,122,57
249,170,177
250,131,97
251,217,131
252,166,153
253,49,122
254,195,153
255,134,122
256,62,140
257,111,134
258,183,97
259,83,82
260,103,119
261,205,190
262,90,193
263,100,217
264,148,180
265,243,187
266,205,122
267,121,134
268,58,230
269,131,183
270,108,177
271,179,153
272,61,180
273,152,193
274,150,91
275,234,190
276,238,171
277,192,115
278,171,162
279,215,140
280,95,233
281,202,146
282,67,187
283,51,199
284,106,193
285,92,159
286,92,103
287,226,131
288,137,214
289,217,174
290,225,109
291,67,205
292,72,146
293,82,103
294,246,187
295,98,202
296,72,159
297,64,180
298,212,91
299,173,72
300,145,82
301,208,115
302,113,119
303,119,199
304,220,82
305,208,177
306,142,106
307,158,137
308,139,156
309,93,131
310,144,109
311,51,94
312,205,91
313,64,125
314,87,51
315,69,233
316,165,193
317,171,180
318,140,165
319,132,168
320,168,156
321,61,193
322,83,149
323,58,51
324,51,230
325,64,224
326,95,220
327,152,106
328,200,131
329,53,140
330,49,165
331,155,131
332,106,125
333,64,63
334,105,233
335,226,106
336,114,190
337,197,205
338,93,236
339,122,224
340,70,199
341,109,82
342,88,233
343,134,190
344,212,159
345,218,122
346,226,168
347,79,202
348,109,187
349,183,190
350,155,82
351,70,211
352,90,199
353,70,149
354,212,103
355,155,180
356,157,153
357,59,60
358,223,211
359,247,134
360,80,156
361,170,115
362,170,134
363,247,115
364,157,115
365,194,180
366,178,149
367,92,214
368,236,119
369,58,168
370,170,97
371,106,88
372,132,106
373,147,97
374,93,44
375,170,183
376,95,48
377,189,115
378,127,122
379,189,146
380,174,162
381,181,193
382,165,88
383,160,134
384,122,94
385,59,140
386,218,165
387,215,103
388,59,233
389,144,91
390,61,125
391,64,193
392,238,177
393,230,168
394,64,236
395,244,140
396,58,193
397,161,88
398,186,122
399,66,165
400,114,134
401,170,202
402,88,153
403,61,119
404,202,103
405,80,57
406,62,72
407,246,174
408,58,162
409,88,72
410,148,156
411,134,85
412,223,162
413,70,131
414,200,156
415,96,168
416,238,190
417,118,91
418,116,199
419,98,214
420,186,85
421,98,183
422,72,128
423,74,94
424,225,183
425,88,78
426,207,162
427,215,153
428,241,91
429,114,103
430,64,242
431,221,202
432,105,128
433,100,51
434,176,146
435,160,202
436,200,69
437,165,94
438,61,236
439,132,69
440,215,109
441,82,183
442,53,153
443,131,115
444,64,168
445,160,190
446,194,131
447,75,177
448,85,214
449,148,88
450,75,109
451,174,168
452,100,100
453,153,202
454,137,177
455,197,162
456,74,168
457,127,72
458,213,211
459,137,202
460,187,199
461,174,75
462,85,134
463,131,214
464,85,202
465,122,193
466,90,211
467,239,131
468,233,180
469,79,159
470,66,159
471,67,69
472,103,162
473,139,57
474,132,82
475,79,214
476,218,202
477,132,180
478,192,78
479,241,128
480,144,196
481,62,159
482,150,208
483,158,143
484,96,193
485,183,202
486,204,69
487,220,180
488,183,165
489,166,122
490,217,125
491,116,131
492,88,171
493,59,227
494,80,131
495,238,202
496,148,193
497,181,137
498,105,54
499,116,137
500,202,165
501,148,168
502,199,146
503,69,153
504,238,97
505,230,180
506,183,85
507,122,187
508,204,156
509,247,146
510,105,91
511,83,143
512,186,196
513,241,183
514,70,187
515,92,85
516,111,159
517,72,78
518,221,115
519,129,174
520,226,94
521,241,202
522,75,140
523,116,57
524,148,112
525,108,214
526,200,119
527,96,205
528,192,109
529,61,94
530,116,217
531,186,97
532,145,106
533,100,199
534,93,112
535,220,112
536,244,122
537,75,146
538,239,193
539,212,85
540,134,202
541,70,119
542,230,137
543,56,208
544,152,131
545,58,217
546,220,94
547,61,112
548,171,82
549,186,177
550,144,220
551,96,82
552,121,202
553,85,183
554,127,183
555,100,211
556,119,131
557,189,153
558,204,174
559,88,54
560,205,134
561,189,122
562,106,82
563,80,149
564,225,128
565,174,205
566,191,180
567,90,162
568,223,94
569,92,171
570,75,60
571,150,78
572,168,211
573,208,140
574,127,140
575,88,208
576,184,112
577,210,94
578,220,211
579,187,187
580,122,143
581,184,106
582,199,165
583,111,146
584,191,193
585,187,131
586,195,78
587,183,196
588,62,128
589,58,149
590,54,112
591,59,48
592,80,69
593,114,128
594,83,162
595,56,78
596,66,85
597,56,66
598,124,97
599,148,137
600,74,44
601,145,205
602,59,220
603,72,54
604,163,183
605,208,153
606,93,149
607,142,149
608,217,180
609,124,109
610,88,122
611,174,112
612,165,82
613,160,159
614,210,88
615,218,115
616,127,146
617,69,54
618,145,149
619,92,60
620,168,193
621,147,202
622,160,177
623,90,112
624,56,239
625,147,183
626,243,119
627,170,128
628,79,177
629,176,72
630,61,106
631,168,174
632,194,149
633,145,199
634,213,187
635,142,69
636,179,183
637,59,97
638,192,91
639,116,106
640,121,85
641,194,88
642,202,196
643,66,60
644,59,54
645,96,137
646,200,82
647,147,91
648,135,131
649,208,122
650,153,183
651,163,171
652,195,208
653,218,196
654,61,199
655,213,119
656,53,177
657,221,122
658,192,183
659,142,112
660,200,112
661,108,140
662,168,162
663,95,60
664,239,187
665,132,100
666,217,149
667,96,156
668,148,106
669,74,193
670,101,146
671,51,242
672,111,140
673,184,180
674,67,156
675,249,106
676,184,75
677,215,196
678,139,125
679,247,140
680,103,82
681,87,137
682,53,115
683,160,196
684,127,159
685,118,128
686,66,196
687,121,140
688,85,122
689,119,143
690,247,153
691,145,137
692,142,75
693,135,82
694,213,143
695,246,112
696,166,165
697,199,66
698,56,109
699,80,199
700,202,183
701,152,174
702,148,211
703,218,190
704,231,153
705,109,199
706,62,54
707,207,94
708,135,211
709,155,193
710,166,85
711,61,217
712,212,202
713,114,85
714,218,97
715,238,85
716,118,72
717,49,97
718,92,165
719,113,199
720,186,153
721,100,82
722,238,134
723,131,54
724,124,140
725,53,66
726,61,187
727,116,88
728,148,82
729,191,137
730,165,100
731,158,112
732,212,153
733,90,69
734,166,190
735,225,177
736,54,168
737,238,122
738,106,236
739,150,115
740,142,88
741,72,202
742,58,106
743,244,109
744,93,193
745,191,143
746,82,202
747,64,217
748,181,143
749,225,103
750,225,202
751,147,208
752,160,214
753,49,60
754,98,233
755,79,146
756,135,75
757,158,149
758,90,51
759,56,54
760,66,109
761,119,205
762,246,106
763,139,137
764,150,72
765,171,75
766,218,159
767,234,153
768,92,128
769,114,60
770,205,72
771,213,82
772,122,63
773,158,119
774,230,106
775,135,217
776,62,208
777,129,69
778,103,187
779,200,211
780,205,183
781,153,177
782,202,66
783,83,88
784,140,146
785,187,193
786,82,85
787,106,75
788,85,115
789,217,205
790,221,134
791,122,100
792,56,165
793,204,106
794,83,211
795,179,202
796,204,162
797,113,112
798,208,171
799,210,112
800,129,224
801,243,168
802,105,97
803,223,100
804,100,174
805,93,168
806,179,128
807,119,149
808,108,97
809,223,143
810,92,177
811,244,146
812,82,140
813,129,143
814,238,103
815,230,193
816,210,193
817,124,66
818,59,239
819,101,233
820,105,60
821,226,174
822,118,60
823,132,187
824,163,146
825,187,143
826,105,103
827,160,171
828,153,128
829,205,208
830,221,109
831,129,217
832,195,128
833,163,85
834,238,140
835,59,128
836,108,171
837,82,48
838,236,94
839,176,171
840,183,91
841,230,119
842,148,94
843,49,177
844,145,119
845,67,211
846,124,134
847,210,174
848,230,149
849,87,82
850,187,106
851,75,202
852,139,100
853,140,66
854,200,180
855,140,196
856,225,190
857,228,171
858,161,149
859,105,190
860,165,180
861,147,122
862,218,140
863,49,171
864,56,128
865,79,190
866,213,112
867,113,57
868,183,66
869,106,168
870,173,177
871,69,159
872,139,88
873,69,208
874,212,165
875,103,168
876,90,149
877,83,57
878,179,78
879,210,137
880,90,106
881,79,233
882,160,78
883,113,100
884,202,134
885,61,100
886,231,196
887,103,156
888,174,119
889,191,174
890,126,112
891,217,187
892,135,125
893,101,177
894,163,153
895,64,112
896,119,217
897,207,187
898,126,205
899,113,63
900,121,109
901,93,69
902,66,48
903,181,168
904,223,174
905,244,159
906,126,168
907,204,100
908,124,159
909,135,162
910,157,85
911,121,171
912,208,208
913,118,85
914,74,211
915,218,72
916,70,174
917,170,91
918,205,159
919,163,196
920,168,75
921,243,199
922,113,168
923,51,119
924,139,106
925,189,91
926,111,48
927,100,230
928,79,153
929,88,103
930,249,112
931,140,140
932,181,205
933,70,224
934,113,125
935,88,177
936,161,156
937,72,233
938,49,202
939,83,69
940,72,153
941,191,82
942,204,82
943,150,134
944,178,82
945,79,54
946,103,51
947,192,165
948,69,220
949,126,94
950,85,85
951,122,217
952,195,115
953,160,183
954,66,134
955,132,193
956,93,119
957,93,205
958,145,125
959,121,115
960,226,119
961,127,214
962,79,85
963,111,171
964,77,236
965,116,63
966,194,205
967,93,143
968,132,137
969,82,153
970,54,51
971,195,165
972,72,208
973,67,51
974,192,171
975,114,48
976,137,134
977,61,75
978,239,143
979,56,91
980,204,119
981,215,128
982,171,187
983,96,236
984,231,208
985,210,143
986,77,230
987,77,137
988,202,85
989,118,227
990,207,174
991,135,57
992,176,177
993,181,69
994,161,143
995,54,187
996,150,85
997,189,171
998,181,156
999,233,88
1000,148,63
1001,93,211
1002,127,85
1003,234,103
1004,241,196
1005,62,115
1006,230,82
1007,67,44
1008,181,82
1009,85,54
1010,121,159
1011,121,72
1012,226,162
1013,79,227
1014,109,211
1015,103,100
1016,243,149
1017,127,165
1018,144,66
1019,158,106
1020,56,48
1021,111,109
1022,122,119
1023,118,66
1024,181,94
1025,122,125
1026,192,153
1027,234,165
1028,51,174
1029,108,165
1030,165,119
1031,243,193
1032,220,131
1033,87,149
1034,93,224
1035,217,112
1036,241,109
1037,231,97
1038,77,125
1039,215,183
1040,101,165
1041,77,75
1042,179,91
1043,148,119
1044,244,103
1045,148,199
1046,77,119
1047,70,94
1048,69,239
1049,241,177
1050,129,88
1051,191,88
1052,56,134
1053,183,78
1054,139,187
1055,72,227
1056,51,162
1057,208,97
1058,49,190
1059,144,60
1060,70,51
1061,210,168
1062,105,48
1063,144,159
1064,202,122
1065,202,177
1066,129,112
1067,113,69
1068,108,233
1069,79,103
1070,88,214
1071,111,103
1072,106,106
1073,243,94
1074,158,174
1075,186,109
1076,100,137
1077,108,190
1078,96,125
1079,223,168
1080,62,165
1081,176,134
1082,233,205
1083,61,143
1084,218,153
1085,249,119
1086,152,156
1087,109,63
1088,80,63
1089,135,205
1090,77,82
1091,70,168
1092,88,128
1093,106,180
1094,126,75
1095,49,140
1096,215,165
1097,183,220
1098,82,190
1099,49,66
1100,85,227
1101,83,242
1102,114,54
1103,215,159
1104,90,217
1105,106,100
1106,62,122
1107,69,48
1108,74,131
1109,82,109
1110,51,149
1111,220,199
1112,134,159
1113,49,239
1114,87,57
1115,72,140
1116,158,156
1117,51,193
1118,79,72
1119,66,54
1120,77,106
1121,223,180
1122,85,171
1123,225,146
1124,249,174
1125,207,119
1126,75,122
1127,166,115
1128,243,143
1129,85,91
1130,150,177
1131,62,171
1132,236,143
1133,54,137
1134,58,125
1135,116,162
1136,85,103
1137,79,97
1138,145,143
1139,66,233
1140,204,199
1141,100,149
1142,226,88
1143,249,156
1144,95,78
1145,134,183
1146,223,112
1147,61,149
1148,127,54
1149,166,103
1150,75,220
1151,183,115
1152,95,122
1153,228,122
1154,111,177
1155,168,106
1156,199,190
1157,212,190
1158,87,168
1159,66,214
1160,238,115
1161,215,78
1162,101,153
1163,186,66
1164,79,128
1165,153,134
1166,228,165
1167,187,156
1168,194,69
1169,96,162
1170,95,54
1171,236,199
1172,122,88
1173,186,115
1174,61,162
1175,174,174
1176,116,174
1177,59,190
1178,127,196
1179,223,119
1180,82,196
1181,155,94
1182,153,214
1183,192,196
1184,100,57
1185,208,91
1186,200,88
1187,241,190
1188,96,106
1189,64,211
1190,56,122
1191,199,196
1192,197,69
1193,139,180
1194,181,131
1195,59,103
1196,105,220
1197,87,211
1198,85,165
1199,101,109
1200,142,168
1201,181,119
1202,48,63
1203,142,143
1204,96,224
1205,58,112
1206,66,103
1207,124,85
1208,226,125
1209,113,94
1210,155,187
1211,109,119
1212,82,128
1213,152,94
1214,228,115
1215,144,115
1216,56,220
1217,126,224
1218,195,183
1219,119,193
1220,67,224
1221,142,217
1222,67,137
1223,220,174
1224,121,227
1225,124,183
1226,197,82
1227,53,183
1228,96,131
1229,199,159
1230,122,156
1231,75,227
1232,67,149
1233,56,227
1234,66,208
1235,100,106
1236,79,196
1237,75,196
1238,135,199
1239,90,230
1240,197,137
1241,195,146
1242,111,115
1243,62,153
1244,87,236
1245,59,159
1246,187,75
1247,70,242
1248,220,106
1249,142,137
1250,161,94
1251,54,143
1252,186,202
1253,212,177
1254,231,134
1255,83,75
1256,234,91
1257,79,48
1258,158,94
1259,170,122
1260,140,202
1261,100,143
1262,90,174
1263,181,88
1264,194,119
1265,233,137
1266,121,128
1267,59,208
1268,186,208
1269,124,122
1270,108,208
1271,82,146
1272,199,72
1273,62,183
1274,144,177
1275,161,180
1276,83,236
1277,103,88
1278,96,75
1279,114,91
1280,88,85
1281,184,125
1282,95,214
1283,204,125
1284,226,82
1285,208,165
1286,231,91
1287,187,211
1288,150,128
1289,135,88
1290,70,125
1291,58,156
1292,56,233
1293,173,78
1294,126,187
1295,187,205
1296,61,211
1297,75,78
1298,51,112
1299,178,125
1300,116,230
1301,241,122
1302,212,183
1303,161,137
1304,87,131
1305,233,143
1306,199,202
1307,62,78
1308,174,187
1309,75,165
1310,82,177
1311,131,159
1312,165,69
1313,200,137
1314,173,91
1315,234,97
1316,234,196
1317,126,88
1318,121,122
1319,207,125
1320,101,48
1321,93,63
1322,140,122
1323,116,69
1324,103,106
1325,202,153
1326,119,82
1327,113,187
1328,127,208
1329,92,134
1330,111,60
1331,212,208
1332,233,199
1333,181,100
1334,121,183
1335,53,60
1336,116,149
1337,53,134
1338,140,171
1339,152,125
1340,98,97
1341,70,63
1342,173,190
1343,79,220
1344,150,165
1345,218,171
1346,195,103
1347,139,112
1348,122,211
1349,225,91
1350,213,137
1351,194,187
1352,221,146
1353,58,224
1354,62,220
1355,213,149
1356,148,143
1357,191,156
1358,67,63
1359,139,75
1360,134,103
1361,72,48
1362,132,131
1363,183,103
1364,228,177
1365,178,137
1366,192,72
1367,173,85
1368,247,183
1369,126,199
1370,80,112
1371,101,134
1372,106,156
1373,93,57
1374,202,97
1375,202,78
1376,83,125
1377,92,208
1378,88,220
1379,124,214
1380,53,48
1381,184,211
1382,131,103
1383,66,97
1384,126,149
1385,61,57
1386,75,66
1387,168,205
1388,83,199
1389,199,109
1390,79,171
1391,166,177
1392,246,131
1393,134,128
1394,132,199
1395,163,128
1396,93,125
1397,168,137
1398,88,196
1399,238,153
1400,207,149
1401,111,208
1402,223,205
1403,108,91
1404,98,190
1405,231,103
1406,223,156
1407,184,187
1408,118,220
1409,142,205
1410,75,153
1411,168,180
1412,163,140
1413,116,205
1414,64,69
1415,218,85
1416,150,202
1417,108,109
1418,122,112
1419,238,196
1420,109,174
1421,101,115
1422,144,140
1423,100,193
1424,179,85
1425,100,119
1426,195,97
1427,208,183
1428,101,159
1429,160,140
1430,98,91
1431,213,88
1432,87,69
1433,108,183
1434,207,180
1435,62,214
1436,191,100
1437,82,122
1438,74,217
1439,135,112
1440,83,168
1441,194,94
1442,111,190
1443,83,100
1444,145,88
1445,210,106
1446,163,134
1447,150,109
1448,233,187
1449,207,75
1450,246,149
1451,191,162
1452,113,224
1453,212,115
1454,157,183
1455,174,199
1456,155,119
1457,105,109
1458,152,168
1459,153,85
1460,205,85
1461,61,230
1462,49,196
1463,105,196
1464,93,217
1465,194,168
1466,234,183
1467,155,112
1468,88,227
1469,139,199
1470,212,171
1471,150,97
1472,70,143
1473,144,165
1474,147,220
1475,176,115
1476,108,202
1477,181,199
1478,153,196
1479,165,199
1480,85,128
1481,51,137
1482,92,54
1483,199,78
1484,85,159
1485,170,190
1486,144,72
1487,230,162
1488,80,162
1489,58,236
1490,106,137
1491,139,63
1492,74,51
1493,82,239
1494,124,196
1495,233,174
1496,220,75
1497,54,174
1498,95,227
1499,139,94
1500,204,75
1501,62,190
1502,147,190
1503,239,100
1504,87,193
1505,174,131
1506,124,60
1507,85,177
1508,72,190
1509,108,220
1510,212,72
1511,221,78
1512,70,137
1513,189,208
1514,153,153
1515,157,103
1516,53,78
1517,77,180
1518,80,224
1519,144,103
1520,205,146
1521,108,196
1522,137,171
1523,129,149
1524,215,72
1525,236,162
1526,207,100
1527,233,156
1528,83,51
1529,246,100
1530,69,103
1531,90,224
1532,223,193
1533,166,159
1534,233,94
1535,122,51
1536,157,171
1537,207,193
1538,168,69
1539,144,128
1540,53,103
1541,239,106
1542,88,202
1543,194,199
1544,80,100
1545,100,156
1546,236,156
1547,165,168
1548,129,94
1549,186,159
1550,64,162
1551,132,156
1552,85,153
1553,187,119
1554,79,66
1555,199,140
1556,134,171
1557,179,122
1558,233,119
1559,92,140
1560,171,137
1561,61,168
1562,228,190
1563,186,134
1564,200,94
1565,67,75
1566,74,205
1567,244,134
1568,186,146
1569,126,125
1570,118,177
1571,113,217
1572,95,66
1573,178,75
1574,157,134
1575,187,174
1576,137,153
1577,134,72
1578,98,72
1579,77,211
1580,58,82
1581,116,100
1582,121,54
1583,58,88
1584,170,72
1585,67,199
1586,208,103
1587,178,193
1588,96,211
1589,236,193
1590,61,137
1591,87,44
1592,168,187
1593,77,224
1594,72,171
1595,103,63
1596,140,115
1597,124,177
1598,221,159
1599,116,125
1600,88,146
1601,119,162
1602,98,208
1603,194,125
1604,83,137
1605,132,143
1606,135,193
1607,126,69
1608,150,159
1609,195,72
1610,173,122
1611,88,60
1612,152,75
1613,161,162
1614,179,159
1615,184,131
1616,147,140
1617,150,171
1618,195,190
1619,241,153
1620,72,103
1621,108,103
1622,114,196
1623,54,180
1624,192,128
1625,75,190
1626,220,88
1627,126,143
1628,127,190
1629,82,91
1630,210,119
1631,131,177
1632,77,112
1633,93,82
1634,79,60
1635,80,106
1636,127,97
1637,70,44
1638,129,137
1639,181,211
1640,124,72
1641,158,180
1642,152,187
1643,58,131
1644,171,199
1645,145,63
1646,228,153
1647,184,100
1648,67,106
1649,150,214
1650,90,187
1651,108,48
1652,155,205
1653,142,193
1654,140,109
1655,77,174
1656,49,48
1657,100,94
1658,140,208
1659,137,165
1660,191,119
1661,119,125
1662,118,115
1663,192,134
1664,234,146
1665,101,190
1666,111,85
1667,147,134
1668,70,69
1669,155,199
1670,53,128
1671,174,137
1672,153,109
1673,132,149
1674,92,91
1675,205,140
1676,168,82
1677,131,66
1678,231,177
1679,160,97
1680,103,236
1681,83,63
1682,118,140
1683,221,165
1684,56,140
1685,183,134
1686,79,122
1687,58,69
1688,158,205
1689,124,165
1690,69,227
1691,218,183
1692,119,100
1693,75,171
1694,225,122
1695,79,109
1696,69,214
1697,225,159
1698,49,233
1699,127,128
1700,53,122
1701,163,208
1702,157,165
1703,205,177
1704,98,227
1705,53,202
1706,131,171
1707,101,122
1708,126,193
1709,205,97
1710,246,137
1711,95,91
1712,93,230
1713,129,75
1714,113,88
1715,77,156
1716,170,208
1717,215,122
1718,223,88
1719,59,177
1720,199,91
1721,165,187
1722,173,146
1723,67,88
1724,106,211
1725,210,211
1726,51,100
1727,134,91
1728,135,168
1729,53,91
1730,234,208
1731,108,122
1732,88,140
1733,108,227
1734,114,109
1735,163,97
1736,168,143
1737,239,88
1738,160,165
1739,173,183
1740,241,134
1741,92,202
1742,187,168
1743,217,162
1744,194,156
1745,80,193
1746,121,214
1747,178,94
1748,96,51
1749,116,224
1750,93,88
1751,228,128
1752,80,174
1753,217,199
1754,87,112
1755,109,205
1756,187,88
1757,93,199
1758,152,211
1759,85,60
1760,233,162
1761,66,153
1762,113,51
1763,147,196
1764,92,220
1765,239,180
1766,113,156
1767,158,199
1768,121,177
1769,137,146
1770,58,94
1771,178,199
1772,186,140
1773,74,162
1774,56,214
1775,109,51
1776,187,125
1777,249,131
1778,116,143
1779,134,220
1780,247,128
1781,140,153
1782,243,125
1783,114,214
1784,174,125
1785,72,91
1786,205,109
1787,101,196
1788,134,97
1789,61,242
1790,140,91
1791,244,115
1792,161,125
1793,197,88
1794,95,159
1795,119,88
1796,127,115
1797,202,159
1798,83,193
1799,72,220
1800,64,131
1801,66,66
1802,153,91
1803,160,122
1804,53,165
1805,234,159
1806,134,196
1807,58,63
1808,157,140
1809,105,115
1810,96,180
1811,174,211
1812,70,75
1813,66,183
1814,59,85
1815,135,119
1816,126,57
1817,137,220
1818,165,137
1819,90,63
1820,77,162
1821,113,131
1822,92,66
1823,194,174
1824,106,131
1825,152,82
1826,80,82
1827,158,131
1828,87,199
1829,173,208
1830,176,153
1831,152,180
1832,51,217
1833,233,149
1834,75,208
1835,109,112
1836,51,131
1837,69,146
1838,215,146
1839,90,137
1840,226,137
1841,101,140
1842,111,78
1843,116,211
1844,243,100
1845,77,205
1846,228,146
1847,59,183
1848,53,54
1849,195,177
1850,59,109
1851,111,227
1852,106,174
1853,215,202
1854,153,208
1855,241,159
1856,210,125
1857,181,162
1858,64,75
1859,142,119
1860,111,122
1861,226,112
1862,67,168
1863,103,112
1864,247,177
1865,178,187
1866,234,177
1867,66,122
1868,139,119
1869,111,54
1870,210,156
1871,189,97
1872,197,211
1873,218,91
1874,66,91
1875,49,159
1876,77,131
1877,223,106
1878,215,85
1879,59,146
1880,210,82
1881,106,143
1882,58,242
1883,197,187
1884,236,174
1885,100,224
1886,187,69
1887,189,72
1888,119,168
1889,221,103
1890,64,174
1891,239,119
1892,105,72
1893,83,156
1894,59,196
1895,145,168
1896,74,230
1897,109,156
1898,108,66
1899,171,88
1900,69,171
1901,163,214
1902,116,112
1903,92,196
1904,142,131
1905,239,137
1906,70,112
1907,108,115
1908,139,131
1909,131,220
1910,109,224
1911,230,125
1912,176,214
1913,111,66
1914,191,94
1915,247,190
1916,92,78
1917,75,239
1918,197,131
1919,202,190
1920,165,174
1921,124,54
1922,67,57
1923,59,202
1924,205,171
1925,176,140
1926,179,208
1927,142,100
1928,217,119
1929,96,187
1930,131,153
1931,64,44
1932,217,106
1933,220,119
1934,119,119
1935,145,112
1936,168,119
1937,88,183
1938,205,128
1939,197,94
1940,148,131
1941,221,153
1942,140,214
1943,178,180
1944,157,109
1945,119,137
1946,246,143
1947,195,91
1948,187,180
1949,113,162
1950,96,174
1951,170,146
1952,87,187
1953,105,122
1954,121,60
1955,236,100
1956,126,174
1957,195,66
1958,51,63
1959,122,149
1960,208,109
1961,111,202
1962,144,171
1963,247,103
1964,109,125
1965,197,112
1966,64,100
1967,249,180
1968,80,75
1969,186,183
1970,64,88
1971,173,109
1972,119,69
1973,212,196
1974,66,128
1975,155,137
1976,195,159
1977,53,233
1978,212,134
1979,199,177
1980,239,125
1981,82,208
1982,114,165
1983,179,171
1984,148,125
1985,103,57
1986,186,165
1987,170,171
1988,82,66
1989,58,57
1990,100,168
1991,137,196
1992,246,180
1993,132,217
1994,220,137
1995,225,134
1996,95,177
1997,64,82
1998,204,131
1999,179,72
2000,137,78
2001,108,85
2002,137,85
2003,131,202
2004,238,128
2005,49,220
2006,80,187
2007,54,63
2008,147,128
2009,161,131
2010,134,177
2011,165,162
2012,145,100
2013,93,100
2014,147,171
2015,96,230
2016,66,190
2017,105,146
2018,197,125
2019,179,134
2020,225,115
2021,187,112
2022,168,94
2023,67,217
2024,101,72
2025,200,100
2026,197,106
2027,85,239
2028,208,190
2029,189,66
2030,58,75
2031,119,156
2032,77,187
2033,67,82
2034,221,190
2035,176,103
2036,54,106
2037,223,149
2038,152,162
2039,92,183
2040,51,88
2041,239,156
2042,244,190
2043,118,214
2044,105,202
2045,243,180
2046,109,75
2047,56,159
2048,152,137
2049,210,180
2050,176,85
2051,155,211
2052,231,128
2053,170,103
2054,228,196
2055,46,48
2056,129,63
2057,225,214
2058,176,109
2059,100,205
2060,70,162
2061,195,134
2062,116,119
2063,74,125
2064,191,112
2065,96,63
2066,179,190
2067,178,100
2068,98,171
2069,129,131
2070,142,211
2071,155,143
2072,157,97
2073,243,174
2074,118,109
2075,210,162
2076,95,109
2077,236,112
2078,236,88
2079,80,119
2080,95,196
2081,171,205
2082,116,187
2083,226,187
2084,56,115
2085,184,137
2086,54,162
2087,87,119
2088,131,134
2089,183,183
2090,139,149
2091,74,57
2092,158,211
2093,118,103
2094,249,168
2095,155,100
2096,61,51
2097,176,202
2098,96,100
2099,114,202
2100,109,106
2101,100,187
2102,194,100
2103,105,66
2104,160,85
2105,171,156
2106,144,190
2107,103,125
2108,95,202
2109,166,202
2110,184,199
2111,49,91
2112,74,180
2113,129,180
2114,140,103
2115,147,103
2116,183,214
2117,126,119
2118,165,106
2119,54,69
2120,80,236
2121,51,205
2122,113,149
2123,189,134
2124,74,174
2125,121,220
2126,49,153
2127,140,183
2128,54,205
2129,54,217
2130,127,134
2131,69,122
2132,51,106
2133,179,115
2134,58,143
2135,54,57
2136,137,91
2137,238,109
2138,116,156
2139,103,137
